codigo_municipio,nome_municipio,sigla_uf,regiao,area_km2
313970,Maravilhas,MG,Sudeste,261.604
313980,Mar de Espanha,MG,Sudeste,371.6
313990,Maria da Fé,MG,Sudeste,202.898
314000,Mariana,MG,Sudeste,1194.208
314010,Marilac,MG,Sudeste,158.809
314015,Mário Campos,MG,Sudeste,35.196
314020,Maripá de Minas,MG,Sudeste,77.338
314030,Marliéria,MG,Sudeste,545.813
314040,Marmelópolis,MG,Sudeste,107.902
314050,Martinho Campos,MG,Sudeste,1058.418
314053,Martins Soares,MG,Sudeste,113.268
314055,Mata Verde,MG,Sudeste,227.539
314060,Materlândia,MG,Sudeste,280.53
314070,Mateus Leme,MG,Sudeste,302.312
314080,Matias Barbosa,MG,Sudeste,157.066
314085,Matias Cardoso,MG,Sudeste,1940.597
314090,Matipó,MG,Sudeste,266.99
314100,Mato Verde,MG,Sudeste,472.245
314110,Matozinhos,MG,Sudeste,252.453
314120,Matutina,MG,Sudeste,260.957
314130,Medeiros,MG,Sudeste,946.437
314140,Medina,MG,Sudeste,1435.903
314150,Mendes Pimentel,MG,Sudeste,305.507
314160,Mercês,MG,Sudeste,348.271
314170,Mesquita,MG,Sudeste,274.938
314180,Minas Novas,MG,Sudeste,1812.398
314190,Minduri,MG,Sudeste,219.774
314200,Mirabela,MG,Sudeste,723.278
314210,Miradouro,MG,Sudeste,301.672
314220,Miraí,MG,Sudeste,320.695
314225,Miravânia,MG,Sudeste,602.128
314230,Moeda,MG,Sudeste,154.129
314240,Moema,MG,Sudeste,202.705
314250,Monjolos,MG,Sudeste,650.911
314260,Monsenhor Paulo,MG,Sudeste,216.54
314270,Montalvânia,MG,Sudeste,1503.755
314280,Monte Alegre de Minas,MG,Sudeste,2595.957
314290,Monte Azul,MG,Sudeste,1001.296
314300,Monte Belo,MG,Sudeste,421.283
314310,Monte Carmelo,MG,Sudeste,1343.035
314315,Monte Formoso,MG,Sudeste,385.553
314320,Monte Santo de Minas,MG,Sudeste,594.632
314330,Montes Claros,MG,Sudeste,3589.811
314340,Monte Sião,MG,Sudeste,291.594
314345,Montezuma,MG,Sudeste,1130.419
314350,Morada Nova de Minas,MG,Sudeste,2084.275
314360,Morro da Garça,MG,Sudeste,414.772
314370,Morro do Pilar,MG,Sudeste,477.548
314380,Munhoz,MG,Sudeste,191.599
314390,Muriaé,MG,Sudeste,841.693
314400,Mutum,MG,Sudeste,1250.823
314410,Muzambinho,MG,Sudeste,409.948
314420,Nacip Raydan,MG,Sudeste,233.493
314430,Nanuque,MG,Sudeste,1518.166
314435,Naque,MG,Sudeste,127.173
314437,Natalândia,MG,Sudeste,468.66
314440,Natércia,MG,Sudeste,188.719
314450,Nazareno,MG,Sudeste,341.453
314460,Nepomuceno,MG,Sudeste,582.553
314465,Ninheira,MG,Sudeste,1108.27
314467,Nova Belém,MG,Sudeste,146.776
314470,Nova Era,MG,Sudeste,361.852
314480,Nova Lima,MG,Sudeste,430.115
314490,Nova Módica,MG,Sudeste,375.973
314500,Nova Ponte,MG,Sudeste,1111.011
314505,Nova Porteirinha,MG,Sudeste,120.944
314510,Nova Resende,MG,Sudeste,390.152
314520,Nova Serrana,MG,Sudeste,282.472
314530,Novo Cruzeiro,MG,Sudeste,1702.981
314535,Novo Oriente de Minas,MG,Sudeste,755.151
314537,Novorizonte,MG,Sudeste,271.61
314540,Olaria,MG,Sudeste,178.242
314545,Olhos-d'Água,MG,Sudeste,2092.078
314550,Olímpio Noronha,MG,Sudeste,54.633
314560,Oliveira,MG,Sudeste,897.294
314570,Oliveira Fortes,MG,Sudeste,111.13
314580,Onça de Pitangui,MG,Sudeste,246.976
314585,Oratórios,MG,Sudeste,89.068
314587,Orizânia,MG,Sudeste,121.8
314590,Ouro Branco,MG,Sudeste,258.726
314600,Ouro Fino,MG,Sudeste,533.714
314610,Ouro Preto,MG,Sudeste,1246.068
314620,Ouro Verde de Minas,MG,Sudeste,175.482
314625,Padre Carvalho,MG,Sudeste,446.275
314630,Padre Paraíso,MG,Sudeste,544.375
314640,Paineiras,MG,Sudeste,637.309
314650,Pains,MG,Sudeste,421.862
314655,Pai Pedro,MG,Sudeste,839.805
314660,Paiva,MG,Sudeste,58.419
314670,Palma,MG,Sudeste,316.476
314675,Palmópolis,MG,Sudeste,433.154
314690,Papagaios,MG,Sudeste,553.577
314700,Paracatu,MG,Sudeste,8231.029
314710,Pará de Minas,MG,Sudeste,551.105
314720,Paraguaçu,MG,Sudeste,424.296
314730,Paraisópolis,MG,Sudeste,331.238
314740,Paraopeba,MG,Sudeste,625.631
314750,Passabém,MG,Sudeste,94.183
314760,Passa Quatro,MG,Sudeste,277.221
314770,Passa Tempo,MG,Sudeste,429.172
314780,Passa Vinte,MG,Sudeste,246.565
314790,Passos,MG,Sudeste,1338.07
314795,Patis,MG,Sudeste,444.196
314800,Patos de Minas,MG,Sudeste,3190.456
314810,Patrocínio,MG,Sudeste,2874.344
314820,Patrocínio do Muriaé,MG,Sudeste,108.246
314830,Paula Cândido,MG,Sudeste,268.321
314840,Paulistas,MG,Sudeste,220.564
314850,Pavão,MG,Sudeste,601.19
314860,Peçanha,MG,Sudeste,996.646
314870,Pedra Azul,MG,Sudeste,1594.651
314875,Pedra Bonita,MG,Sudeste,173.928
314880,Pedra do Anta,MG,Sudeste,173.168
314890,Pedra do Indaiá,MG,Sudeste,347.92
314900,Pedra Dourada,MG,Sudeste,69.99
314910,Pedralva,MG,Sudeste,217.99
314915,Pedras de Maria da Cruz,MG,Sudeste,1525.648
314920,Pedrinópolis,MG,Sudeste,357.891
314930,Pedro Leopoldo,MG,Sudeste,292.81
314940,Pedro Teixeira,MG,Sudeste,112.959
314950,Pequeri,MG,Sudeste,90.833
314960,Pequi,MG,Sudeste,203.991
314970,Perdigão,MG,Sudeste,249.322
314980,Perdizes,MG,Sudeste,2451.112
314990,Perdões,MG,Sudeste,270.657
314995,Periquito,MG,Sudeste,228.907
315000,Pescador,MG,Sudeste,317.463
315010,Piau,MG,Sudeste,192.196
315015,Piedade de Caratinga,MG,Sudeste,109.345
315020,Piedade de Ponte Nova,MG,Sudeste,83.733
315030,Piedade do Rio Grande,MG,Sudeste,322.814
315040,Piedade dos Gerais,MG,Sudeste,259.638
315050,Pimenta,MG,Sudeste,414.969
315053,Pingo-d'Água,MG,Sudeste,66.57
315057,Pintópolis,MG,Sudeste,1228.736
315060,Piracema,MG,Sudeste,280.335
315070,Pirajuba,MG,Sudeste,337.98
315080,Piranga,MG,Sudeste,658.812
315090,Piranguçu,MG,Sudeste,203.619
315100,Piranguinho,MG,Sudeste,124.803
315110,Pirapetinga,MG,Sudeste,190.681
315120,Pirapora,MG,Sudeste,549.514
315130,Piraúba,MG,Sudeste,144.289
315140,Pitangui,MG,Sudeste,569.636
315150,Piumhi,MG,Sudeste,902.468
315160,Planura,MG,Sudeste,317.52
315170,Poço Fundo,MG,Sudeste,474.244
315180,Poços de Caldas,MG,Sudeste,546.958
315190,Pocrane,MG,Sudeste,691.066
315200,Pompéu,MG,Sudeste,2551.074
315210,Ponte Nova,MG,Sudeste,470.643
315213,Ponto Chique,MG,Sudeste,602.799
315217,Ponto dos Volantes,MG,Sudeste,1212.413
315220,Porteirinha,MG,Sudeste,1749.683
315230,Porto Firme,MG,Sudeste,284.777
315240,Poté,MG,Sudeste,625.111
315250,Pouso Alegre,MG,Sudeste,542.797
315260,Pouso Alto,MG,Sudeste,263.034
315270,Prados,MG,Sudeste,264.115
315280,Prata,MG,Sudeste,4847.544
315290,Pratápolis,MG,Sudeste,215.516
315300,Pratinha,MG,Sudeste,622.478
315310,Presidente Bernardes,MG,Sudeste,236.798
315320,Presidente Juscelino,MG,Sudeste,695.882
315330,Presidente Kubitschek,MG,Sudeste,189.235
315340,Presidente Olegário,MG,Sudeste,3503.848
315350,Alto Jequitibá,MG,Sudeste,152.272
315360,Prudente de Morais,MG,Sudeste,124.189
315370,Quartel Geral,MG,Sudeste,556.436
315380,Queluzito,MG,Sudeste,153.56
315390,Raposos,MG,Sudeste,72.228
315400,Raul Soares,MG,Sudeste,763.364
315410,Recreio,MG,Sudeste,234.296
315415,Reduto,MG,Sudeste,151.859
315420,Resende Costa,MG,Sudeste,618.312
315430,Resplendor,MG,Sudeste,1081.796
315440,Ressaquinha,MG,Sudeste,183.062
315445,Riachinho,MG,Sudeste,1719.266
315450,Riacho dos Machados,MG,Sudeste,1315.54
315460,Ribeirão das Neves,MG,Sudeste,155.105
315470,Ribeirão Vermelho,MG,Sudeste,49.251
315480,Rio Acima,MG,Sudeste,228.899
315490,Rio Casca,MG,Sudeste,384.381
315500,Rio Doce,MG,Sudeste,112.094
315510,Rio do Prado,MG,Sudeste,479.815
315520,Rio Espera,MG,Sudeste,238.602
315530,Rio Manso,MG,Sudeste,231.54
315540,Rio Novo,MG,Sudeste,209.31
315550,Rio Paranaíba,MG,Sudeste,1352.353
315560,Rio Pardo de Minas,MG,Sudeste,3117.675
315570,Rio Piracicaba,MG,Sudeste,373.037
315580,Rio Pomba,MG,Sudeste,252.418
315590,Rio Preto,MG,Sudeste,348.046
315600,Rio Vermelho,MG,Sudeste,987.246
315610,Ritápolis,MG,Sudeste,404.805
315620,Rochedo de Minas,MG,Sudeste,79.402
315630,Rodeiro,MG,Sudeste,72.673
315640,Romaria,MG,Sudeste,407.557
315645,Rosário da Limeira,MG,Sudeste,111.156
315650,Rubelita,MG,Sudeste,1110.295
315660,Rubim,MG,Sudeste,965.174
315670,Sabará,MG,Sudeste,302.453
315680,Sabinópolis,MG,Sudeste,919.811
315690,Sacramento,MG,Sudeste,3073.268
315700,Salinas,MG,Sudeste,1862.117
315710,Salto da Divisa,MG,Sudeste,938.008
315720,Santa Bárbara,MG,Sudeste,684.505
315725,Santa Bárbara do Leste,MG,Sudeste,107.402
315727,Santa Bárbara do Monte Verde,MG,Sudeste,417.925
315730,Santa Bárbara do Tugúrio,MG,Sudeste,194.564
315733,Santa Cruz de Minas,MG,Sudeste,3.565
315737,Santa Cruz de Salinas,MG,Sudeste,589.607
315740,Santa Cruz do Escalvado,MG,Sudeste,258.726
315750,Santa Efigênia de Minas,MG,Sudeste,131.965
315760,Santa Fé de Minas,MG,Sudeste,2917.448
315765,Santa Helena de Minas,MG,Sudeste,276.433
315770,Santa Juliana,MG,Sudeste,723.784
315780,Santa Luzia,MG,Sudeste,235.166
315790,Santa Margarida,MG,Sudeste,255.73
315800,Santa Maria de Itabira,MG,Sudeste,597.441
315810,Santa Maria do Salto,MG,Sudeste,440.605
315820,Santa Maria do Suaçuí,MG,Sudeste,624.047
315830,Santana da Vargem,MG,Sudeste,172.444
315840,Santana de Cataguases,MG,Sudeste,161.486
315850,Santana de Pirapama,MG,Sudeste,1255.832
315860,Santana do Deserto,MG,Sudeste,182.655
315870,Santana do Garambéu,MG,Sudeste,203.074
315880,Santana do Jacaré,MG,Sudeste,106.169
315890,Santana do Manhuaçu,MG,Sudeste,347.362
315895,Santana do Paraíso,MG,Sudeste,275.575
315900,Santana do Riacho,MG,Sudeste,677.207
315910,Santana dos Montes,MG,Sudeste,196.565
315920,Santa Rita de Caldas,MG,Sudeste,503.011
315930,Santa Rita de Jacutinga,MG,Sudeste,420.94
315935,Santa Rita de Minas,MG,Sudeste,68.153
315940,Santa Rita de Ibitipoca,MG,Sudeste,324.234
315950,Santa Rita do Itueto,MG,Sudeste,485.081
315960,Santa Rita do Sapucaí,MG,Sudeste,352.969
315970,Santa Rosa da Serra,MG,Sudeste,284.334
315980,Santa Vitória,MG,Sudeste,2998.364
315990,Santo Antônio do Amparo,MG,Sudeste,488.885
316000,Santo Antônio do Aventureiro,MG,Sudeste,202.032
316010,Santo Antônio do Grama,MG,Sudeste,130.213
316020,Santo Antônio do Itambé,MG,Sudeste,305.737
316030,Santo Antônio do Jacinto,MG,Sudeste,503.706
316040,Santo Antônio do Monte,MG,Sudeste,1125.78
316045,Santo Antônio do Retiro,MG,Sudeste,796.29
316050,Santo Antônio do Rio Abaixo,MG,Sudeste,107.269
316060,Santo Hipólito,MG,Sudeste,430.656
316070,Santos Dumont,MG,Sudeste,637.373
316080,São Bento Abade,MG,Sudeste,80.403
316090,São Brás do Suaçuí,MG,Sudeste,110.019
316095,São Domingos das Dores,MG,Sudeste,60.865
316100,São Domingos do Prata,MG,Sudeste,743.768
316105,São Félix de Minas,MG,Sudeste,162.56
316110,São Francisco,MG,Sudeste,3308.1
316120,São Francisco de Paula,MG,Sudeste,316.822
316130,São Francisco de Sales,MG,Sudeste,1128.864
316140,São Francisco do Glória,MG,Sudeste,164.613
316150,São Geraldo,MG,Sudeste,185.578
316160,São Geraldo da Piedade,MG,Sudeste,152.336
316165,São Geraldo do Baixio,MG,Sudeste,280.954
316170,São Gonçalo do Abaeté,MG,Sudeste,2692.545
316180,São Gonçalo do Pará,MG,Sudeste,265.73
316190,São Gonçalo do Rio Abaixo,MG,Sudeste,363.818
316200,São Gonçalo do Sapucaí,MG,Sudeste,516.683
316210,São Gotardo,MG,Sudeste,866.087
316220,São João Batista do Glória,MG,Sudeste,547.908
316225,São João da Lagoa,MG,Sudeste,998.015
316230,São João da Mata,MG,Sudeste,120.536
316240,São João da Ponte,MG,Sudeste,1851.102
316245,São João das Missões,MG,Sudeste,678.274
316250,São João del Rei,MG,Sudeste,1452.002
316255,São João do Manhuaçu,MG,Sudeste,143.096
316257,São João do Manteninha,MG,Sudeste,137.928
316260,São João do Oriente,MG,Sudeste,120.122
316265,São João do Pacuí,MG,Sudeste,415.922
316270,São João do Paraíso,MG,Sudeste,1925.575
316280,São João Evangelista,MG,Sudeste,478.183
316290,São João Nepomuceno,MG,Sudeste,407.427
316292,São Joaquim de Bicas,MG,Sudeste,71.995
316294,São José da Barra,MG,Sudeste,308.319
316295,São José da Lapa,MG,Sudeste,48.135
316300,São José da Safira,MG,Sudeste,213.881
316310,São José da Varginha,MG,Sudeste,205.501
316320,São José do Alegre,MG,Sudeste,88.794
316330,São José do Divino,MG,Sudeste,328.704
316340,São José do Goiabal,MG,Sudeste,189.578
316350,São José do Jacuri,MG,Sudeste,345.146
316360,São José do Mantimento,MG,Sudeste,54.701
316370,São Lourenço,MG,Sudeste,58.019
316380,São Miguel do Anta,MG,Sudeste,152.111
316390,São Pedro da União,MG,Sudeste,260.827
316400,São Pedro dos Ferros,MG,Sudeste,402.739
316410,São Pedro do Suaçuí,MG,Sudeste,308.106
316420,São Romão,MG,Sudeste,2434.004
316430,São Roque de Minas,MG,Sudeste,2098.867
316440,São Sebastião da Bela Vista,MG,Sudeste,167.428
316443,São Sebastião da Vargem Alegre,MG,Sudeste,73.629
316447,São Sebastião do Anta,MG,Sudeste,80.618
316450,São Sebastião do Maranhão,MG,Sudeste,517.83
316460,São Sebastião do Oeste,MG,Sudeste,408.09
316470,São Sebastião do Paraíso,MG,Sudeste,814.925
316480,São Sebastião do Rio Preto,MG,Sudeste,128.002
316490,São Sebastião do Rio Verde,MG,Sudeste,90.848
316500,São Tiago,MG,Sudeste,572.4
316510,São Tomás de Aquino,MG,Sudeste,277.928
316520,São Tomé das Letras,MG,Sudeste,369.747
316530,São Vicente de Minas,MG,Sudeste,392.651
316540,Sapucaí-Mirim,MG,Sudeste,285.073
316550,Sardoá,MG,Sudeste,141.904
316553,Sarzedo,MG,Sudeste,62.134
316555,Setubinha,MG,Sudeste,534.655
316556,Sem-Peixe,MG,Sudeste,176.634
316557,Senador Amaral,MG,Sudeste,151.097
316560,Senador Cortes,MG,Sudeste,98.336
316570,Senador Firmino,MG,Sudeste,166.495
316580,Senador José Bento,MG,Sudeste,93.892
316590,Senador Modestino Gonçalves,MG,Sudeste,952.055
316600,Senhora de Oliveira,MG,Sudeste,170.749
316610,Senhora do Porto,MG,Sudeste,381.328
316620,Senhora dos Remédios,MG,Sudeste,237.815
316630,Sericita,MG,Sudeste,166.012
316640,Seritinga,MG,Sudeste,114.769
316650,Serra Azul de Minas,MG,Sudeste,218.595
316660,Serra da Saudade,MG,Sudeste,335.659
316670,Serra dos Aimorés,MG,Sudeste,213.574
316680,Serra do Salitre,MG,Sudeste,1295.272
316690,Serrania,MG,Sudeste,209.27
316695,Serranópolis de Minas,MG,Sudeste,551.954
316700,Serranos,MG,Sudeste,213.173
316710,Serro,MG,Sudeste,1217.813
316720,Sete Lagoas,MG,Sudeste,536.928
316730,Silveirânia,MG,Sudeste,157.456
316740,Silvianópolis,MG,Sudeste,312.166
316750,Simão Pereira,MG,Sudeste,135.689
316760,Simonésia,MG,Sudeste,486.543
316770,Sobrália,MG,Sudeste,206.787
316780,Soledade de Minas,MG,Sudeste,196.866
316790,Tabuleiro,MG,Sudeste,211.084
316800,Taiobeiras,MG,Sudeste,1220.045
316805,Taparuba,MG,Sudeste,193.082
316810,Tapira,MG,Sudeste,1179.248
316820,Tapiraí,MG,Sudeste,407.92
316830,Taquaraçu de Minas,MG,Sudeste,329.287
316840,Tarumirim,MG,Sudeste,731.753
316850,Teixeiras,MG,Sudeste,166.735
316860,Teófilo Otoni,MG,Sudeste,3242.27
316870,Timóteo,MG,Sudeste,144.377
316880,Tiradentes,MG,Sudeste,83.047
316890,Tiros,MG,Sudeste,2091.774
316900,Tocantins,MG,Sudeste,173.866
316905,Tocos do Moji,MG,Sudeste,114.705
316910,Toledo,MG,Sudeste,136.776
316920,Tombos,MG,Sudeste,285.124
316930,Três Corações,MG,Sudeste,828.038
316935,Três Marias,MG,Sudeste,2678.254
316940,Três Pontas,MG,Sudeste,689.794
316950,Tumiritinga,MG,Sudeste,500.073
316960,Tupaciguara,MG,Sudeste,1822.53
316970,Turmalina,MG,Sudeste,1153.111
316980,Turvolândia,MG,Sudeste,221.0
316990,Ubá,MG,Sudeste,407.452
317000,Ubaí,MG,Sudeste,820.524
317005,Ubaporanga,MG,Sudeste,189.045
317010,Uberaba,MG,Sudeste,4523.957
317020,Uberlândia,MG,Sudeste,4115.206
317030,Umburatiba,MG,Sudeste,405.834
317040,Unaí,MG,Sudeste,8445.432
317043,União de Minas,MG,Sudeste,1147.407
317047,Uruana de Minas,MG,Sudeste,598.221
317050,Urucânia,MG,Sudeste,138.792
317052,Urucuia,MG,Sudeste,2076.942
317057,Vargem Alegre,MG,Sudeste,116.664
317060,Vargem Bonita,MG,Sudeste,409.888
317065,Vargem Grande do Rio Pardo,MG,Sudeste,491.512
317070,Varginha,MG,Sudeste,395.396
317075,Varjão de Minas,MG,Sudeste,651.505
317080,Várzea da Palma,MG,Sudeste,2220.279
317090,Varzelândia,MG,Sudeste,814.994
317100,Vazante,MG,Sudeste,1913.396
317103,Verdelândia,MG,Sudeste,1570.582
317107,Veredinha,MG,Sudeste,631.691
317110,Veríssimo,MG,Sudeste,1031.823
317115,Vermelho Novo,MG,Sudeste,115.242
317120,Vespasiano,MG,Sudeste,70.456
317130,Viçosa,MG,Sudeste,299.418
317140,Vieiras,MG,Sudeste,112.691
317150,Mathias Lobato,MG,Sudeste,172.297
317160,Virgem da Lapa,MG,Sudeste,868.914
317170,Virgínia,MG,Sudeste,326.515
317180,Virginópolis,MG,Sudeste,439.878
317190,Virgolândia,MG,Sudeste,281.022
317200,Visconde do Rio Branco,MG,Sudeste,243.351
317210,Volta Grande,MG,Sudeste,205.552
317220,Wenceslau Braz,MG,Sudeste,102.487
320010,Afonso Cláudio,ES,Sudeste,941.188
320013,Águia Branca,ES,Sudeste,454.448
320016,Água Doce do Norte,ES,Sudeste,473.728
320020,Alegre,ES,Sudeste,756.86
320030,Alfredo Chaves,ES,Sudeste,615.677
320035,Alto Rio Novo,ES,Sudeste,227.617
320040,Anchieta,ES,Sudeste,409.691
320050,Apiacá,ES,Sudeste,193.984
320060,Aracruz,ES,Sudeste,1420.286
320070,Atílio Vivácqua,ES,Sudeste,232.868
320080,Baixo Guandu,ES,Sudeste,909.039
320090,Barra de São Francisco,ES,Sudeste,944.521
320100,Boa Esperança,ES,Sudeste,428.717
320110,Bom Jesus do Norte,ES,Sudeste,89.084
320115,Brejetuba,ES,Sudeste,354.404
320120,Cachoeiro de Itapemirim,ES,Sudeste,864.583
320130,Cariacica,ES,Sudeste,279.718
320140,Castelo,ES,Sudeste,663.515
320150,Colatina,ES,Sudeste,1398.219
320160,Conceição da Barra,ES,Sudeste,1182.587
320170,Conceição do Castelo,ES,Sudeste,369.778
320180,Divino de São Lourenço,ES,Sudeste,174.039
320190,Domingos Martins,ES,Sudeste,1229.21
320200,Dores do Rio Preto,ES,Sudeste,159.298
320210,Ecoporanga,ES,Sudeste,2285.361
320220,Fundão,ES,Sudeste,286.854
320225,Governador Lindenberg,ES,Sudeste,360.016
320230,Guaçuí,ES,Sudeste,468.185
320240,Guarapari,ES,Sudeste,589.826
320245,Ibatiba,ES,Sudeste,240.278
320250,Ibiraçu,ES,Sudeste,201.248
320255,Ibitirama,ES,Sudeste,330.874
320260,Iconha,ES,Sudeste,203.528
320265,Irupi,ES,Sudeste,184.807
320270,Itaguaçu,ES,Sudeste,535.021
320280,Itapemirim,ES,Sudeste,551.133
320290,Itarana,ES,Sudeste,295.189
320300,Iúna,ES,Sudeste,460.586
320305,Jaguaré,ES,Sudeste,659.751
320310,Jerônimo Monteiro,ES,Sudeste,177.342
320313,João Neiva,ES,Sudeste,284.734
320316,Laranja da Terra,ES,Sudeste,458.37
320320,Linhares,ES,Sudeste,3496.263
320330,Mantenópolis,ES,Sudeste,321.417
320332,Marataízes,ES,Sudeste,130.268
320334,Marechal Floriano,ES,Sudeste,285.495
320335,Marilândia,ES,Sudeste,327.642
320340,Mimoso do Sul,ES,Sudeste,869.439
320350,Montanha,ES,Sudeste,1099.06
320360,Mucurici,ES,Sudeste,540.529
320370,Muniz Freire,ES,Sudeste,678.804
320380,Muqui,ES,Sudeste,327.268
320390,Nova Venécia,ES,Sudeste,1439.57
320400,Pancas,ES,Sudeste,837.842
320405,Pedro Canário,ES,Sudeste,433.453
320410,Pinheiros,ES,Sudeste,973.136
320420,Piúma,ES,Sudeste,73.623
320425,Ponto Belo,ES,Sudeste,360.11
320430,Presidente Kennedy,ES,Sudeste,594.897
320435,Rio Bananal,ES,Sudeste,641.929
320440,Rio Novo do Sul,ES,Sudeste,204.464
320450,Santa Leopoldina,ES,Sudeste,718.326
320455,Santa Maria de Jetibá,ES,Sudeste,735.198
320460,Santa Teresa,ES,Sudeste,683.032
320465,São Domingos do Norte,ES,Sudeste,298.58
320470,São Gabriel da Palha,ES,Sudeste,434.887
320480,São José do Calçado,ES,Sudeste,273.489
320490,São Mateus,ES,Sudeste,2346.048
320495,São Roque do Canaã,ES,Sudeste,341.944
320500,Serra,ES,Sudeste,547.631
320501,Sooretama,ES,Sudeste,587.037
320503,Vargem Alta,ES,Sudeste,417.76
320506,Venda Nova do Imigrante,ES,Sudeste,185.909
320510,Viana,ES,Sudeste,312.278
320515,Vila Pavão,ES,Sudeste,433.257
320517,Vila Valério,ES,Sudeste,470.342
320520,Vila Velha,ES,Sudeste,210.225
320530,Vitória,ES,Sudeste,97.124
330010,Angra dos Reis,RJ,Sudeste,813.419
330015,Aperibé,RJ,Sudeste,94.542
330020,Araruama,RJ,Sudeste,638.276
330022,Areal,RJ,Sudeste,110.724
330023,Armação dos Búzios,RJ,Sudeste,70.977
330025,Arraial do Cabo,RJ,Sudeste,152.106
330030,Barra do Piraí,RJ,Sudeste,584.61
330040,Barra Mansa,RJ,Sudeste,547.133
330045,Belford Roxo,RJ,Sudeste,78.985
330050,Bom Jardim,RJ,Sudeste,382.43
330060,Bom Jesus do Itabapoana,RJ,Sudeste,596.659
330070,Cabo Frio,RJ,Sudeste,413.449
330080,Cachoeiras de Macacu,RJ,Sudeste,954.749
330090,Cambuci,RJ,Sudeste,558.281
330093,Carapebus,RJ,Sudeste,304.884
330095,Comendador Levy Gasparian,RJ,Sudeste,108.639
330100,Campos dos Goytacazes,RJ,Sudeste,4032.487
330110,Cantagalo,RJ,Sudeste,747.21
330115,Cardoso Moreira,RJ,Sudeste,522.596
330120,Carmo,RJ,Sudeste,305.749
330130,Casimiro de Abreu,RJ,Sudeste,462.918
330140,Conceição de Macabu,RJ,Sudeste,338.26
330150,Cordeiro,RJ,Sudeste,113.048
330160,Duas Barras,RJ,Sudeste,379.619
330170,Duque de Caxias,RJ,Sudeste,467.319
330180,Engenheiro Paulo de Frontin,RJ,Sudeste,139.381
330185,Guapimirim,RJ,Sudeste,358.443
330187,Iguaba Grande,RJ,Sudeste,50.977
330190,Itaboraí,RJ,Sudeste,429.961
330200,Itaguaí,RJ,Sudeste,282.607
330205,Italva,RJ,Sudeste,291.193
330210,Itaocara,RJ,Sudeste,433.182
330220,Itaperuna,RJ,Sudeste,1106.694
330225,Itatiaia,RJ,Sudeste,241.035
330227,Japeri,RJ,Sudeste,81.697
330230,Laje do Muriaé,RJ,Sudeste,253.53
330240,Macaé,RJ,Sudeste,1216.989
330245,Macuco,RJ,Sudeste,78.364
330250,Magé,RJ,Sudeste,390.775
330260,Mangaratiba,RJ,Sudeste,367.606
330270,Maricá,RJ,Sudeste,361.572
330280,Mendes,RJ,Sudeste,95.324
330285,Mesquita,RJ,Sudeste,41.169
330290,Miguel Pereira,RJ,Sudeste,287.933
330300,Miracema,RJ,Sudeste,303.27
330310,Natividade,RJ,Sudeste,387.073
330320,Nilópolis,RJ,Sudeste,19.393
330330,Niterói,RJ,Sudeste,133.757
330340,Nova Friburgo,RJ,Sudeste,935.429
330350,Nova Iguaçu,RJ,Sudeste,520.581
330360,Paracambi,RJ,Sudeste,190.949
330370,Paraíba do Sul,RJ,Sudeste,571.118
330380,Paraty,RJ,Sudeste,924.295
330385,Paty do Alferes,RJ,Sudeste,314.341
330390,Petrópolis,RJ,Sudeste,791.144
330395,Pinheiral,RJ,Sudeste,82.254
330400,Piraí,RJ,Sudeste,490.255
330410,Porciúncula,RJ,Sudeste,291.847
330411,Porto Real,RJ,Sudeste,50.892
330412,Quatis,RJ,Sudeste,284.826
330414,Queimados,RJ,Sudeste,75.927
330415,Quissamã,RJ,Sudeste,719.643
330420,Resende,RJ,Sudeste,1099.336
330430,Rio Bonito,RJ,Sudeste,459.458
330440,Rio Claro,RJ,Sudeste,846.797
330450,Rio das Flores,RJ,Sudeste,478.783
330452,Rio das Ostras,RJ,Sudeste,228.044
330455,Rio de Janeiro,RJ,Sudeste,1200.329
330460,Santa Maria Madalena,RJ,Sudeste,810.962
330470,Santo Antônio de Pádua,RJ,Sudeste,603.633
330475,São Francisco de Itabapoana,RJ,Sudeste,1118.037
330480,São Fidélis,RJ,Sudeste,1034.833
330490,São Gonçalo,RJ,Sudeste,248.159
330500,São João da Barra,RJ,Sudeste,452.396
330510,São João de Meriti,RJ,Sudeste,35.216
330513,São José de Ubá,RJ,Sudeste,249.688
330515,São José do Vale do Rio Preto,RJ,Sudeste,220.178
330520,São Pedro da Aldeia,RJ,Sudeste,332.488
330530,São Sebastião do Alto,RJ,Sudeste,397.214
330540,Sapucaia,RJ,Sudeste,540.673
330550,Saquarema,RJ,Sudeste,352.129
330555,Seropédica,RJ,Sudeste,265.189
330560,Silva Jardim,RJ,Sudeste,937.755
330570,Sumidouro,RJ,Sudeste,413.407
330575,Tanguá,RJ,Sudeste,143.007
330580,Teresópolis,RJ,Sudeste,773.338
330590,Trajano de Moraes,RJ,Sudeste,591.152
330600,Três Rios,RJ,Sudeste,322.843
330610,Valença,RJ,Sudeste,1300.767
330615,Varre-Sai,RJ,Sudeste,201.938
330620,Vassouras,RJ,Sudeste,536.073
330630,Volta Redonda,RJ,Sudeste,182.105
350010,Adamantina,SP,Sudeste,411.987
350020,Adolfo,SP,Sudeste,211.055
350030,Aguaí,SP,Sudeste,474.554
350040,Águas da Prata,SP,Sudeste,142.673
350050,Águas de Lindóia,SP,Sudeste,59.872
